work_order_id;equipment_id;equipment_type;fabricante;modelo;prioridade;tipo_manutencao;status;data_abertura;data_inicio;data_fim;tempo_reparo_min;causa_raiz;componente_afetado;severidade_falha;tempo_parada_h;horas_planejadas_em_aberto;equipe_capacidade_h_dia;tempo_disponivel_h;tempo_operado_h;local;turno;custo_estimado;responsavel;observacoes
WO0086;T001;Trator;New Holland;New-T163;Alta;Preditiva;Em Andamento;2026-02-23 05:41;2026-02-23 11:30;;678;Falha mecânica;Ferramentas de corte;4;9,8;43,6;7;10,6;0,8;Armazém;Manhã;21759;Erick da Cunha;"Enim alias nihil repudiandae.
Veniam harum excepturi perferendis eos. Quas ad voluptas facilis. Delectus adipisci illum tenetur."
WO0087;T009;Trator;Case IH;Cas-T173;Média;Corretiva;Aberta;2025-03-11 19:31;;;7922;Sobrecarga;Transmissão;3;0;0,2;10;9;9;Armazém;Manhã;5449;Laís Campos;Quaerat tempora quae dolor commodi doloremque. Earum totam facilis optio molestiae nam laboriosam rerum. Doloremque molestiae asperiores tempore non ratione.
WO0088;T002;Trator;Case IH;Cas-T79;Média;Preditiva;Em Andamento;2026-02-08 22:42;2026-02-09 07:47;;5300;Sobrecarga;Pneus/Rodas;2;0,4;11,9;9;18,7;18,3;Armazém;Noite;10970;Eloah da Costa;Accusantium officia fugit asperiores ut. Vel deleniti odio consequuntur excepturi quisquam. Rem aspernatur amet alias quod. Neque perspiciatis nemo.
WO0089;T005;Trator;New Holland;New-T152;Alta;Preventiva;Concluída;2023-11-06 14:43;2023-11-07 07:10;2023-11-10 01:38;3988;Manutenção programada;Motor;5;11,6;30,7;12;21;9,4;Fazenda B;Manhã;25516;Ísis Fogaça;Soluta suscipit perspiciatis laborum aut minus reprehenderit voluptates. Magni nisi nisi tenetur beatae aliquid pariatur. Dicta voluptates nemo illo iure.
WO0090;T008;Trator;Case IH;Cas-T163;Média;Corretiva;Aberta;2024-02-22 18:33;;;9027;Condições ambientais;Sistema hidráulico;2;0;46,1;9;22,9;22,9;Fazenda B;Tarde;4786;Gustavo Henrique Correia;"Laborum porro est quo. Doloremque enim ratione vel.
Commodi nesciunt omnis et. Officia modi perferendis earum repudiandae tempora."
WO0091;T011;Trator;Case IH;Cas-T147;Baixa;Preventiva;Aberta;2023-07-30 09:16;;;1386;Manutenção programada;Sistema hidráulico;1;7;46,5;12;19,2;12,2;Fazenda B;Manhã;566;Dra. Yasmin Peixoto;
WO0092;T008;Trator;Case IH;Cas-T163;Baixa;Corretiva;Em Andamento;2026-01-28 09:26;2026-01-29 05:59;;5164;Condições ambientais;Motor;1;1,8;35,5;15;11,7;9,9;Fazenda A;Tarde;4001;Ana Laura Correia;
WO0093;H007;Colhedora de cana;John Deere;Joh-358;Alta;Corretiva;Em Andamento;2026-02-06 00:35;2026-02-06 16:29;;6297;Falha mecânica;Sistema hidráulico;4;13;28;15;21,2;8,2;Fazenda A;Noite;17860;Dra. Elisa Azevedo;"Fugiat exercitationem officia ratione. Ad deserunt accusantium voluptas error aliquam. Asperiores magnam reiciendis nam quaerat sunt saepe voluptas.
Corrupti tenetur in nemo. Rem earum occaecati."
WO0094;H009;Colhedora de cana;Valtra;Val-288;Baixa;Corretiva;Aberta;2025-11-22 08:37;;;4955;Erro humano;Transmissão;1;8,8;34,2;16;9,7;0,9;Armazém;Noite;6586;Mariana Santos;
WO0095;H006;Colhedora de cana;Valtra;Val-290;Média;Corretiva;Aberta;2024-08-22 02:37;;;9684;Desgaste de peças;Sistema elétrico;3;1,7;46,5;6;11;9,3;Armazém;Tarde;18551;Sra. Maria Flor Abreu;Nisi commodi optio ad debitis voluptatibus vel. Laborum corporis doloribus. Harum cupiditate voluptates nihil accusantium rem deleniti magni.
WO0096;T006;Trator;New Holland;New-T150;Baixa;Preventiva;Em Andamento;2026-02-23 15:51;2026-02-24 02:53;;6175;Manutenção programada;Pneus/Rodas;1;1;16,9;10;20,6;19,6;Fazenda A;Manhã;9541;Luiz Henrique Aragão;"Illum nostrum amet repellat ab. Nisi quas quidem debitis.
Sapiente debitis deleniti sunt fuga atque. Excepturi tempore quod alias expedita nemo nihil."
WO0097;T002;Trator;Case IH;Cas-T79;Baixa;Preventiva;Aberta;2024-09-10 00:54;;;2332;Manutenção programada;Motor;1;3,9;26,2;10;12,4;8,5;Fazenda A;Tarde;2782;Juliana Novais;"Expedita at perspiciatis praesentium ratione dolorum eum. Delectus similique aut ducimus atque laudantium consectetur.
Beatae voluptatem dolores quas. Placeat nam repellendus."
WO0098;T006;Trator;New Holland;New-T150;Baixa;Corretiva;Concluída;2024-03-01 18:54;2024-03-02 01:37;2024-03-04 08:25;3288;Erro humano;Sistema elétrico;1;7,8;9,7;7;9,8;2;Armazém;Noite;613;Diogo Macedo;Laudantium excepturi possimus eveniet consequatur. Fugit alias repellendus maxime deserunt vero. Iure et rem animi.
WO0099;T006;Trator;New Holland;New-T150;Alta;Corretiva;Concluída;2024-08-21 19:40;2024-08-22 15:03;2024-08-23 01:26;623;Falha mecânica;Sistema elétrico;5;16,2;29,1;7;18,2;2;Armazém;Tarde;36826;Joana Almeida;
WO0100;T011;Trator;Case IH;Cas-T147;Média;Preventiva;Aberta;2025-08-20 03:35;;;6640;Manutenção programada;Pneus/Rodas;2;14,5;14,4;12;23,5;9;Armazém;Tarde;6266;Rael Fogaça;Nam vitae alias ab nihil illum voluptate. Officia aliquid unde enim ea. Error dignissimos ab culpa dicta.
WO0101;T003;Trator;AGCO;AGC-T75;Alta;Preventiva;Em Andamento;2026-01-27 05:26;2026-01-27 08:26;;4740;Manutenção programada;Transmissão;4;6;10,6;15;18,3;12,3;Armazém;Noite;23987;Pedro Henrique Nascimento;
WO0102;H001;Colhedora de cana;Case IH;Cas-500;Alta;Preventiva;Em Andamento;2026-02-22 01:07;2026-02-22 02:03;;1938;Manutenção programada;Ferramentas de corte;4;7;8;8;8,5;1,5;Fazenda A;Manhã;20257;Dra. Emilly Sá;Suscipit ipsa officia quasi ad repudiandae. Incidunt vel inventore sapiente.
WO0103;T007;Trator;John Deere;Joh-T165;Alta;Preditiva;Em Andamento;2026-02-09 20:32;2026-02-09 22:15;;3937;Falha mecânica;Sistema hidráulico;4;5,8;7,5;15;8,2;2,4;Fazenda B;Tarde;10938;Mariane Fogaça;Repudiandae fuga cupiditate nulla. Reprehenderit hic corrupti neque velit dolor. Optio nihil ex perspiciatis esse. Dicta maxime numquam ratione.
WO0104;H011;Colhedora de cana;Valtra;Val-331;Média;Preventiva;Em Andamento;2026-01-29 15:06;2026-01-29 19:37;;5240;Manutenção programada;Transmissão;3;8,1;49,6;10;20,4;12,3;Fazenda A;Manhã;15921;Matheus Leão;"Esse officiis dolorem. Corporis magni maiores quo cum a. Quis unde officia quasi.
Blanditiis deserunt sequi autem dolor officiis corrupti eos. Itaque numquam labore ab sit suscipit quia vitae."
WO0105;T013;Trator;Valtra;Val-T107;Média;Preditiva;Aberta;2025-06-24 16:42;;;183;Desgaste de peças;Motor;2;3,9;25,5;14;16,2;12,3;Armazém;Tarde;16884;Isaque Borges;Hic expedita blanditiis totam temporibus natus ut. Aliquam facere libero delectus.
WO0106;H011;Colhedora de cana;Valtra;Val-331;Alta;Preditiva;Em Andamento;2026-02-10 23:15;2026-02-11 00:20;;1533;Falha mecânica;Motor;5;6,3;5,5;8;19,3;13;Armazém;Tarde;24493;Sr. Luan Castro;
WO0107;H011;Colhedora de cana;Valtra;Val-331;Baixa;Preditiva;Aberta;2023-09-20 19:13;;;9351;Falha mecânica;Transmissão;1;2,9;4,8;10;8,6;5,7;Fazenda B;Noite;5981;Daniela Vieira;
WO0108;H001;Colhedora de cana;Case IH;Cas-500;Alta;Corretiva;Em Andamento;2026-02-21 05:48;2026-02-21 16:19;;5086;Falha mecânica;Transmissão;4;17,7;9,7;14;21;3,3;Fazenda A;Manhã;26559;Milena Mendes;Corporis recusandae sapiente veritatis vero cum. Eaque magni voluptate laboriosam. Quae similique possimus. Fuga alias cupiditate.
WO0109;H012;Colhedora de cana;Case IH;Cas-275;Média;Preventiva;Aberta;2023-04-10 12:13;;;2076;Manutenção programada;Sistema elétrico;2;18,4;32,8;10;21,7;3,3;Fazenda B;Tarde;10231;Melina Porto;
WO0110;H004;Colhedora de cana;Valtra;Val-228;Alta;Preditiva;Aberta;2024-12-05 10:44;;;9635;Falha mecânica;Ferramentas de corte;4;6,8;19;8;23,4;16,6;Fazenda A;Manhã;13293;Dr. Luiz Henrique Sousa;
WO0111;T003;Trator;AGCO;AGC-T75;Baixa;Preditiva;Em Andamento;2026-02-11 16:17;2026-02-12 08:06;;2008;Sobrecarga;Pneus/Rodas;1;8;12,4;13;10,1;2,1;Armazém;Noite;5695;José Pedro Santos;"Nihil reiciendis dignissimos cum.
Dolor error explicabo assumenda. Expedita dolores dignissimos consequuntur debitis quasi. Modi earum dignissimos nesciunt."
WO0112;T003;Trator;AGCO;AGC-T75;Alta;Preditiva;Em Andamento;2026-01-28 11:13;2026-01-29 07:13;;2356;Falha mecânica;Transmissão;5;10,9;3,9;12;23,9;13;Fazenda B;Noite;10280;Alice Mendonça;
WO0113;T010;Trator;Case IH;Cas-T77;Alta;Preventiva;Em Andamento;2026-02-20 10:09;2026-02-20 21:10;;4968;Manutenção programada;Motor;4;7,7;3,2;16;9,4;1,7;Fazenda A;Manhã;1359;Guilherme Garcia;"Sunt unde provident. Ab unde illum qui fugiat voluptas quod.
Iste totam quidem ratione quaerat dolorum ullam. Ut ea dolor facere nobis dolores suscipit. Placeat itaque labore amet harum rerum."
WO0114;T005;Trator;New Holland;New-T152;Média;Preditiva;Concluída;2025-04-13 14:18;2025-04-15 03:27;2025-04-20 23:25;8398;Erro humano;Ferramentas de corte;3;2,8;3,9;13;17,3;14,5;Fazenda A;Noite;527;Carolina Vieira;
WO0115;H008;Colhedora de cana;Valtra;Val-318;Média;Preventiva;Aberta;2024-08-08 17:16;;;8051;Manutenção programada;Pneus/Rodas;3;5,5;43,1;10;14,7;9,2;Fazenda B;Noite;20111;Sra. Emanuella Rezende;
WO0116;T008;Trator;Case IH;Cas-T163;Média;Corretiva;Aberta;2024-02-22 17:07;;;9017;Erro humano;Sistema elétrico;2;4,5;28,3;14;20,7;16,2;Fazenda B;Tarde;18495;Diego Camargo;
WO0117;H002;Colhedora de cana;New Holland;New-267;Alta;Preditiva;Concluída;2024-02-06 08:55;2024-02-07 09:49;2024-02-09 07:50;2761;Sobrecarga;Transmissão;5;11,2;20,6;9;19,6;8,4;Fazenda B;Manhã;43819;Raul da Luz;
WO0118;T001;Trator;New Holland;New-T163;Alta;Preditiva;Concluída;2023-06-20 04:32;2023-06-20 20:24;2023-06-21 01:48;324;Erro humano;Ferramentas de corte;4;7,5;15,6;6;15,7;8,2;Armazém;Tarde;2117;Brenda Novais;"Eaque hic delectus itaque in aut laboriosam. Dolore consectetur fuga deserunt error voluptates. Enim fugit iusto delectus odio quae. Inventore animi quaerat.
Exercitationem dolores hic aliquam."
WO0119;H007;Colhedora de cana;John Deere;Joh-358;Alta;Preventiva;Em Andamento;2026-01-28 21:42;2026-01-29 00:26;;3078;Manutenção programada;Sistema elétrico;5;11,1;12,6;12;18,4;7,3;Armazém;Manhã;11087;Theodoro Novaes;
WO0120;H011;Colhedora de cana;Valtra;Val-331;Média;Corretiva;Em Andamento;2026-02-13 22:14;2026-02-14 18:59;;5244;Falha mecânica;Pneus/Rodas;2;7,1;27,6;12;14,6;7,5;Fazenda A;Tarde;11893;Sr. Felipe Novais;"Veritatis eum nam. Harum odio veritatis aliquid.
Occaecati cupiditate eius. Beatae culpa a placeat placeat nam ipsam reiciendis."
WO0121;H003;Colhedora de cana;Valtra;Val-478;Média;Corretiva;Concluída;2025-06-08 09:41;2025-06-08 16:37;2025-06-12 00:51;4814;Desgaste de peças;Sistema elétrico;2;3,8;5;6;14,3;10,5;Armazém;Noite;17700;Erick Pacheco;"Asperiores quam voluptatem facere. Enim provident quia cum nemo.
Impedit maxime amet consequatur voluptatum laudantium ipsum. Veniam nemo repellat impedit illo aut nulla."
WO0122;H002;Colhedora de cana;New Holland;New-267;Baixa;Corretiva;Em Andamento;2026-02-19 23:25;2026-02-20 11:37;;4932;Desgaste de peças;Pneus/Rodas;1;7,6;11,2;7;12;4,4;Fazenda B;Noite;7583;Nicole Fernandes;
WO0123;T011;Trator;Case IH;Cas-T147;Baixa;Corretiva;Aberta;2024-04-29 19:21;;;8166;Sobrecarga;Pneus/Rodas;1;12,5;18,1;8;17,9;5,4;Armazém;Manhã;3383;Antonella Pereira;Necessitatibus assumenda sed vitae. Voluptates temporibus sit laudantium rerum officiis consectetur.
WO0124;T012;Trator;John Deere;Joh-T122;Média;Corretiva;Concluída;2024-11-02 03:16;2024-11-03 13:45;2024-11-09 21:54;9129;Condições ambientais;Motor;2;5,6;22,3;10;21,2;15,6;Fazenda B;Manhã;13260;Enzo Gabriel da Cunha;
WO0125;H014;Colhedora de cana;AGCO;AGC-449;Média;Corretiva;Em Andamento;2026-02-24 09:42;2026-02-24 14:15;;4197;Desgaste de peças;Transmissão;3;0,8;37,2;16;10,5;9,7;Fazenda A;Manhã;14748;João Pedro Siqueira;Corporis eum nobis. Libero dolore eos sunt molestias eum accusantium. Consequuntur perspiciatis sapiente id.
WO0126;H015;Colhedora de cana;Case IH;Cas-360;Média;Preventiva;Concluída;2024-07-30 04:47;2024-07-30 05:01;2024-07-30 19:12;851;Manutenção programada;Pneus/Rodas;3;5,9;8,4;9;13,7;7,8;Fazenda B;Noite;13200;Daniela Peixoto;
WO0127;H013;Colhedora de cana;AGCO;AGC-457;Alta;Preditiva;Aberta;2024-09-30 16:31;;;7514;Desgaste de peças;Transmissão;4;14,4;44,1;9;16;1,6;Fazenda B;Noite;6322;Ana Lívia Moura;"Incidunt nihil ut aperiam alias. Ipsam nesciunt illo explicabo quas repellendus.
Dolorem facere ullam. Nam consequuntur magnam illo. Ducimus nihil quas atque provident quam beatae."
WO0128;H015;Colhedora de cana;Case IH;Cas-360;Alta;Preventiva;Em Andamento;2026-02-12 12:46;2026-02-13 00:38;;4053;Manutenção programada;Pneus/Rodas;4;13,3;14,8;12;20,7;7,4;Armazém;Manhã;10650;Oliver Sousa;
WO0129;H009;Colhedora de cana;Valtra;Val-288;Média;Preventiva;Em Andamento;2026-02-16 20:23;2026-02-17 05:35;;1065;Manutenção programada;Motor;3;15,4;9;10;18,7;3,3;Fazenda B;Tarde;19109;João Lucas Azevedo;
WO0130;H013;Colhedora de cana;AGCO;AGC-457;Alta;Preventiva;Em Andamento;2026-02-19 04:49;2026-02-19 08:58;;2229;Manutenção programada;Ferramentas de corte;5;10;9,7;9;17,1;7,1;Fazenda B;Tarde;23989;Bella Campos;
WO0131;T011;Trator;Case IH;Cas-T147;Alta;Corretiva;Concluída;2025-11-05 22:16;2025-11-06 11:37;2025-11-06 17:33;356;Condições ambientais;Transmissão;5;14,9;10,6;15;14,9;0;Fazenda B;Manhã;29537;Ryan da Rosa;
WO0132;H002;Colhedora de cana;New Holland;New-267;Alta;Corretiva;Concluída;2025-04-18 08:46;2025-04-20 07:49;2025-04-24 04:56;5587;Condições ambientais;Ferramentas de corte;4;8,7;20,9;7;13,5;4,8;Armazém;Manhã;24531;Maria Liz Oliveira;
WO0133;T015;Trator;Case IH;Cas-T200;Baixa;Preventiva;Em Andamento;2026-02-17 05:33;2026-02-18 04:03;;4207;Manutenção programada;Sistema elétrico;1;16,3;40;7;18,8;2,5;Armazém;Manhã;3536;Luiz Gustavo Silveira;
WO0134;T014;Trator;John Deere;Joh-T77;Média;Preventiva;Em Andamento;2026-01-28 14:43;2026-01-29 06:21;;2103;Manutenção programada;Ferramentas de corte;3;17,8;41,7;10;23,1;5,3;Fazenda B;Noite;13038;Dr. Levi Costa;"Veniam saepe commodi recusandae aspernatur mollitia. Sequi dolorum incidunt omnis voluptates eaque odit voluptatibus.
Repellendus hic earum repudiandae porro."
WO0135;T013;Trator;Valtra;Val-T107;Baixa;Corretiva;Em Andamento;2026-01-31 23:08;2026-02-01 06:33;;4666;Condições ambientais;Motor;1;12,9;48,1;8;18,7;5,8;Fazenda A;Noite;6177;Carolina Vasconcelos;
WO0136;H012;Colhedora de cana;Case IH;Cas-275;Alta;Preditiva;Aberta;2023-11-03 06:20;;;9674;Condições ambientais;Ferramentas de corte;5;0,1;12,7;8;14,3;14,2;Fazenda A;Noite;46075;Dra. Maria Fernanda Aragão;
WO0137;T010;Trator;Case IH;Cas-T77;Baixa;Preditiva;Aberta;2024-03-02 05:35;;;3211;Falha mecânica;Ferramentas de corte;1;14,1;48,7;16;19,8;5,7;Fazenda B;Manhã;1853;Felipe da Mota;
WO0138;T009;Trator;Case IH;Cas-T173;Alta;Preventiva;Aberta;2025-02-08 04:53;;;9049;Manutenção programada;Ferramentas de corte;4;14,7;41,2;12;17;2,3;Fazenda B;Tarde;21715;Heitor Machado;Quibusdam aspernatur quo soluta libero iure error sit. Quisquam nostrum fugit et quam.
WO0139;H012;Colhedora de cana;Case IH;Cas-275;Baixa;Corretiva;Aberta;2023-09-22 01:53;;;529;Erro humano;Pneus/Rodas;1;8,3;40,1;11;16,3;8;Fazenda B;Manhã;8818;Vitor Araújo;
WO0140;H003;Colhedora de cana;Valtra;Val-478;Baixa;Corretiva;Concluída;2023-07-11 22:48;2023-07-12 08:58;2023-07-15 01:28;3870;Condições ambientais;Pneus/Rodas;1;3,9;25,7;9;9,3;5,4;Fazenda A;Manhã;1950;Yasmin da Cunha;
WO0141;T004;Trator;Valtra;Val-T81;Média;Preditiva;Aberta;2025-01-24 00:43;;;1704;Erro humano;Sistema hidráulico;2;6,2;16,4;12;8,2;2;Fazenda B;Tarde;9518;Srta. Bárbara Teixeira;Error dolores aliquid et nihil eius iusto quis. Nulla delectus veniam.
WO0142;H011;Colhedora de cana;Valtra;Val-331;Média;Preditiva;Aberta;2024-09-25 00:28;;;3126;Falha mecânica;Sistema hidráulico;2;6,8;48,3;9;12,1;5,3;Armazém;Tarde;3808;Aylla Nogueira;Eligendi non provident asperiores enim eligendi nam. Recusandae laborum quisquam quam consequuntur mollitia. Praesentium quam omnis.
WO0143;H009;Colhedora de cana;Valtra;Val-288;Baixa;Preventiva;Em Andamento;2026-02-09 21:15;2026-02-10 15:45;;6025;Manutenção programada;Motor;1;9,1;34,2;14;12,5;3,4;Fazenda A;Noite;4744;Marina Montenegro;
WO0144;T011;Trator;Case IH;Cas-T147;Média;Preventiva;Em Andamento;2026-02-17 08:33;2026-02-17 20:34;;2671;Manutenção programada;Motor;3;18,4;20;10;21,6;3,2;Fazenda B;Noite;10892;Diego Silveira;Laboriosam vero quia. Deserunt vero quas corporis assumenda hic. Ipsam facere enim dolorum.
WO0145;H013;Colhedora de cana;AGCO;AGC-457;Baixa;Preventiva;Em Andamento;2026-02-01 13:08;2026-02-02 04:12;;1025;Manutenção programada;Ferramentas de corte;1;12,2;6,4;12;16,2;4;Fazenda B;Manhã;9975;Dr. Pedro Miguel Pastor;"Aliquam quod temporibus delectus a quis. Cum nisi vel architecto quos.
Officiis consequatur voluptate amet quia. Quas dolores dolor magni error perspiciatis. Quasi tempora adipisci aut."
WO0146;H004;Colhedora de cana;Valtra;Val-228;Alta;Corretiva;Concluída;2023-02-18 19:56;2023-02-19 07:44;2023-02-21 03:55;2651;Falha mecânica;Sistema elétrico;5;8,7;8,1;12;10,6;1,9;Fazenda A;Manhã;27188;Sr. Levi Rezende;
WO0147;H008;Colhedora de cana;Valtra;Val-318;Alta;Preditiva;Aberta;2023-12-29 09:17;;;2438;Sobrecarga;Pneus/Rodas;5;0,9;24,6;14;8,9;8;Armazém;Tarde;22707;Mariah Barbosa;
WO0148;T015;Trator;Case IH;Cas-T200;Média;Corretiva;Concluída;2023-10-16 14:55;2023-10-17 12:33;2023-10-22 05:00;6747;Condições ambientais;Sistema elétrico;3;1,6;14,3;14;9;7,4;Armazém;Manhã;14595;Sr. Gael Cassiano;
WO0149;H003;Colhedora de cana;Valtra;Val-478;Baixa;Preditiva;Concluída;2026-01-25 15:29;2026-01-26 08:58;2026-02-01 13:11;8893;Erro humano;Transmissão;1;1,9;21,5;10;15,8;13,9;Fazenda A;Tarde;6583;Olívia Mendonça;Deserunt molestiae assumenda quod iste quod.
WO0150;T010;Trator;Case IH;Cas-T77;Alta;Preditiva;Concluída;2025-01-20 02:23;2025-01-21 01:42;2025-01-25 11:02;6320;Sobrecarga;Motor;5;16,8;21,6;13;20,3;3,5;Fazenda B;Tarde;26110;Luna Moraes;
WO0151;T002;Trator;Case IH;Cas-T79;Baixa;Preditiva;Aberta;2024-09-09 22:21;;;512;Falha mecânica;Transmissão;1;14,4;47,7;10;19,8;5,4;Armazém;Manhã;7429;Rafael Oliveira;"Magnam accusamus at modi. Magnam harum in vero quidem in velit.
Tempora modi iusto ea impedit. Animi deserunt id dicta et."
WO0152;H004;Colhedora de cana;Valtra;Val-228;Média;Corretiva;Aberta;2023-03-11 02:48;;;9395;Erro humano;Motor;3;8,2;15,3;6;16,7;8,5;Fazenda A;Noite;11843;Manuella Pimenta;Accusamus et velit sit laborum maiores. Tempore repellat ipsa nobis consectetur.
WO0153;H002;Colhedora de cana;New Holland;New-267;Média;Corretiva;Concluída;2025-02-11 23:59;2025-02-12 04:21;2025-02-16 09:20;6059;Desgaste de peças;Transmissão;3;2,4;42;9;13,4;11;Armazém;Tarde;26375;Clarice Leão;
WO0154;T013;Trator;Valtra;Val-T107;Média;Corretiva;Aberta;2024-05-31 21:56;;;4699;Desgaste de peças;Pneus/Rodas;3;3,1;10,4;14;13,1;10;Fazenda B;Tarde;8059;Olivia Silveira;Eveniet tenetur soluta voluptas. Quam alias asperiores facilis distinctio dignissimos. Sed quo ex earum perspiciatis laudantium ut.
WO0155;H012;Colhedora de cana;Case IH;Cas-275;Alta;Preditiva;Concluída;2024-01-25 17:21;2024-01-27 09:44;2024-01-29 05:43;2639;Falha mecânica;Ferramentas de corte;5;4,5;0,1;11;8,5;4;Fazenda A;Tarde;31284;Mirella Novaes;
WO0156;H007;Colhedora de cana;John Deere;Joh-358;Média;Preditiva;Em Andamento;2026-02-18 13:34;2026-02-18 18:52;;5060;Condições ambientais;Motor;3;3,5;9,3;11;10,9;7,4;Fazenda B;Manhã;18163;André Mendes;Doloremque facilis similique quasi aperiam amet recusandae. Amet occaecati consequuntur sit ducimus. Error excepturi sunt id saepe.
WO0157;H006;Colhedora de cana;Valtra;Val-290;Média;Preditiva;Aberta;2025-03-28 22:00;;;4706;Sobrecarga;Motor;2;9,2;32,5;6;20,3;11,1;Fazenda A;Noite;18105;Olívia Monteiro;
WO0158;H006;Colhedora de cana;Valtra;Val-290;Alta;Corretiva;Em Andamento;2026-02-02 01:09;2026-02-02 19:06;;4969;Condições ambientais;Ferramentas de corte;4;3,2;19,8;6;13,3;10,1;Armazém;Noite;8891;Luigi Vasconcelos;"Doloremque nostrum architecto facilis. Aperiam ea rerum corporis iste perspiciatis blanditiis.
Nesciunt culpa culpa possimus. Voluptatibus explicabo corporis. Dolores iste aliquid quis reiciendis."
WO0159;H004;Colhedora de cana;Valtra;Val-228;Média;Preditiva;Aberta;2025-12-20 22:40;;;2256;Sobrecarga;Sistema elétrico;2;6;27,6;7;19,1;13,1;Armazém;Noite;5763;Dra. Ana Vitória Rezende;
WO0160;H004;Colhedora de cana;Valtra;Val-228;Média;Preventiva;Em Andamento;2026-02-08 06:11;2026-02-08 19:39;;3653;Manutenção programada;Sistema elétrico;3;12;13,8;13;18,9;6,9;Fazenda A;Noite;8780;Carolina Aragão;"Magni iure dolorum unde quaerat facilis temporibus. Accusantium quibusdam delectus nemo.
Itaque ea nemo dolores deleniti pariatur. Ipsa et ex aspernatur modi ad fuga.
Odio quae reprehenderit."
WO0161;H002;Colhedora de cana;New Holland;New-267;Média;Preventiva;Concluída;2023-05-08 13:26;2023-05-08 20:07;2023-05-13 08:22;6495;Manutenção programada;Ferramentas de corte;2;3,6;22,1;12;19,2;15,6;Fazenda A;Tarde;12580;Kaique Sampaio;"Tempore possimus iure hic corrupti ipsa est.
Accusantium optio soluta laudantium. Sint dolore atque laborum dolore.
Facilis quia incidunt cupiditate atque."
WO0162;T006;Trator;New Holland;New-T150;Alta;Corretiva;Concluída;2024-10-01 13:14;2024-10-03 02:26;2024-10-06 17:02;5196;Falha mecânica;Ferramentas de corte;5;0,3;32,2;7;11,4;11,1;Fazenda B;Tarde;49532;Brayan Monteiro;
WO0163;H013;Colhedora de cana;AGCO;AGC-457;Média;Corretiva;Em Andamento;2026-02-15 17:05;2026-02-15 17:53;;1289;Desgaste de peças;Motor;3;7,3;25,5;13;12,6;5,3;Fazenda B;Tarde;20503;Raquel Dias;
WO0164;T009;Trator;Case IH;Cas-T173;Alta;Preventiva;Aberta;2024-03-21 18:31;;;712;Manutenção programada;Transmissão;4;0,1;17;11;20,7;20,6;Fazenda A;Noite;9158;Lucca Pacheco;Animi rerum cum ipsa labore velit culpa. Nisi molestiae cum in.
WO0165;T012;Trator;John Deere;Joh-T122;Alta;Preventiva;Concluída;2025-06-25 19:36;2025-06-26 23:53;2025-06-27 18:09;1096;Manutenção programada;Pneus/Rodas;5;9,2;43;14;22,1;12,9;Fazenda B;Manhã;7522;Antony Porto;
WO0166;H011;Colhedora de cana;Valtra;Val-331;Média;Corretiva;Aberta;2023-08-28 17:21;;;3121;Desgaste de peças;Sistema hidráulico;3;9;34,3;16;10,1;1,1;Armazém;Tarde;6825;Rael Mendes;"Quas totam eligendi magnam.
Reprehenderit laudantium molestias sequi accusantium mollitia. Quas quo id aspernatur."
